exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty,image_source,folder_source
TNPSC,2023,No,"106. Which of the following statements : are true? (i) Zine blende 1 is concentrated by magnetic separation process - (i) Haematite is concentrated by gravity separation process (iii) Aluminium is produced by the. electrolytic reduction of fused - alumina .   (iv) Matte j is a mixture of cupric sulphide and ferrous sulphide (A) @ and Gi), (B) @) and Gv) (CMF) and Gii) (D) Gi) and Gv) ® Answer not known Epésam appar eluent Sab miacr tena? Ams Corer. ampgc QALY qpenpude a MdesHUGADs. (ii) Gapwe rt. yesusriy ‘apanpude sILinIssuGélpgi Gi) 2 Au sigislenrencs lemearmth go cpenpudle a0ee seule GupHU Osis (iv) ‘Gio. CTOoTLIS Suis so00 Los MILd Glunyeiy FOEOLI() aSucippler SOOAUITGD   ; (A) @ wipe Gi) B® @vppw Gv) (C) Gi) wp gu Gi) (D) Gi) vppu Gv) ©) flor Gpiusome   $1  :CS sO“ a / , PT urn over",142,Mathematics,Arithmetic,Remember,Very Hard,page_5.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"176. A worker was engaged for a certain number of days. But’ he remained   absent for some days and was paid Rs. 1,387. Had he worked all the © days, he would have earned Rs. 1,752. How many days did he work for? © 24 ~~ D) 29°   (BE) Answer not known oO Qa HQ @Ocn A Gamosers veflumigsucLmt. send seu Sa   « BILed Gamaése auyrnd, Gama Gswig srle@péaret omfuions em. 1,387 Qubont. siut Senerdss) prsegid Cuma GewAGbsrd omSuors ep. 1,752 QupAGuumt cree suit Come Geis pr seners SCRE. a a (A) 19   @) 21 , ©) 24 = .@) 29 oan )) leo sfueilaoena",105,General Studies,General,Understand,Very Hard,page_50.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"If product of given three numbers is 1875 and their HCF is 5, then their M5   (B) 125 (©). 375 (D) 450 (E) Answer not known     i Gsr@éstiule apenp  creinscfer Qugéspumdr 1875 woigibd seupSler B.Gur.eu-5 crefle seule",37,Mathematics,Number System,Understand,Hard,page_50.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Avir.L . os . (A) 75 (B) 125   ~(C) 375 (D) 450 (E) Meo. AsAuMaon CCS4T/2022 ag ee,18,General Studies,General,Understand,Medium,page_50.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,178. ‘179. 94 is divided into two: parts in such away that the fifth part of the first and the eighth part of the second are in the ratio 3:4. Then the first part (C),35,Mathematics,Arithmetic,Understand,Hard,page_51.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,. @®) 40 (E). Answer not known obser ec UGS whMid eri qest eG ‘ues creat Bm uepuns GiAéeicic croir 94- Qe afldigib 3 3:4 celle ose se UGS   (A) 28° ~(B) 30   (C) 36 . -@),37,Science & Technology,Physics,Understand,Hard,page_51.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(LE) eMenc. Optus A group of letters are given. A numerical code has been given to each letter. These letters have to be unscrambled into a meaning word. Find i out the code for the word so formed from the following. RM EN BU bbb dvs 12345 6 (A) «625314 oo was.   sossaNGu . crear ENG arpmsuulGOcrag. QMSGsrGu epsgisenot Quo duursg op Hwenwssmed Guim @perer eumitsongs Sleo éGId. ABST, (C) 462315 .  @) 542531 -(E) Answer not known - ; GT(PSHISGtl oot AsT@uy peng &Gip AanGéscitG 2 rang}. padang ops gid qb Usisras san OSasE CUTE SEO SEITEN GT bar GpluiQacnoré ETRE.” RMENBU bbb bua od . 23 45 6) (A) 625314.   (B) 462531 ~ (C) 462315 » (D) 542531. “(E) deo Asfucldae oT ee ESAT 2022 oo   [Turn over",130,General Studies,General,Understand,Very Hard,page_51.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,180. How many times can: you subtract 10 from 100? a (AW BY 100 ©w -  - @Mg @) Answer not known. a - 100-Seg 10-2 2 irenrta crs saner Chanp aipléss Cp? (A),34,General Studies,General,Understand,Hard,page_52.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Mukesh can‘ do 2 of an work in one day. In'how many. days can he - complete the same work?   - a   (A) 2s days - a oY days , () 45 days a oe ) 54 days , (E) Answer not known )   7 woGasi 8G prete 2 Leg Garonavanu. Cleilg pgm crate epee prc. , AdGaaooun Epipeowours Gewig apy cium",62,General Studies,General,Understand,Very Hard,page_52.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(A) 2 pit ar (B) 3 BLEeT (C) 49 ertadt . (D) 55 Braet ie () aMeou AsMudaene . COS 17/2022. OO oe 78 . ao a, u",28,General Studies,General,Understand,Medium,page_52.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"182. A farmer borrowed Rs. 20, 000 from a money lender at 4.5% per annum in simple interest. The amount. ‘paid by him to clear the loan after a period of 5 years is (A) 4,500 , , 7 ® ""g15,500 - (C) 217,000     D). © 24,500, (E) Answer not known oy! Bm Moen % 20, 000-9 AGHA ET HES, 4.5% Sef auiig.udled aourdeps eLetrs Gumépmr. bs HanGaesgu a er aieutr Purse SLOG   NGOS ”",75,Mathematics,Arithmetic,Understand,Very Hard,page_53.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"The difference between their rate . Cegiss Careirig.us greg, (A) 4,500 OO ~~. (B) e 15,500. (C) ® 17,000. - wor C 24,",23,General Studies,General,Understand,Medium,page_53.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,(E) Men. GsMueiledrenco The difference between the simple interest received from two different: of interest is   (A) 0.1% (B) *0.2% (C) 0.8% -.@) 0.4% (E) Answer not known = 1 500-86 3 geinGsafle NG GardrCaugy @uwsche @ota Sleo és safle .gasaficn oy . aeBune ¢ =,46,Mathematics,Arithmetic,Understand,Hard,page_53.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"50 creole eu AS grusciilest aAgplurew (A) 0.1% © (B) 0.2%   (we3%   @) 0.4% (E) Se Ophucdooe - 7M GCS 4T72022- . co , 7 [Turn over",27,General Studies,General,Understand,Medium,page_53.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"184. Which is.in-correctly matched?   (A) ' Article 14   Equality before law , (B\WArticle 17 2 =   Equality. of opportunity in matters of public   (C). employment   Article 21(A) : Right to elementary education (D) Article 26   Freedom to manage ‘religious affairs   (EB) Answer not known     saupTs Gung pSustorg og? (A) (B) . (C) (D) (E) : Ble OgsMucildene AjAwe seo le 14   aL ppt (parr S1anau(G Ld: sib arsed SODUILY Ailey 17 = Quingy Couenaraumiitsyesatleo s.eumiscit)   agua Raovciyy Mfley 21(A) - - Ogm ss adel Quip 2 leno ATAUS Sew sy Alley 26 - sow eBlaus senor Alreusleed b fan  -185.. The Directive Principles of State Policy of Indian Constitution resembles a ~ @) (B) ‘Magna Carta, 1215 . Charter Act, 1813 (C)Winstrument of Instructions, 1935. @) Regulating Act, 1773 (E) Answer not known Qos aSlu@aoiy ensengSlér aufian@ Opdepapns Gane Gambotb Sraflciienauusmg id. ne @ (C) . @) * (B) LOT EOI, greed, 1215 Li Lweé eLLIb, 1813 © aMlayms5o Geuhsa@mel, 1935 - a   oe , R(PUGUOSSHud stib, 1773 eflant. AsAualdane ecsar2022  8H So oe \",175,Indian Polity,Constitution of India,Remember,Very Hard,page_54.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,186. Match the following : (a) Sarkaria Commission - . ~ (b) Rajamannar Committee (ce) Anandpur Sahib 7   Resolution . (d) Bommai Judgement @ ® © @ (A) 1 2 8 4 BW 1,34,General Studies,General,Evaluate,Hard,page_55.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"8 (C) 2 1 8 4 M3 2 4 1 (E) Answer not known   Gun sgse : . : (a) sitéanfwir ayenemmuiib (b) Brnguoerennt Ey ) , (c) OTE snap Siomemd (d) Qumbeow Sir   (a2) (6) @© @) (A) 1 2 3 4 @ 4 #12",46,General Studies,General,Understand,Hard,page_55.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"() 2 1 +-8 4 DM) 3 2 #4 «1 (E) elon Agsfucilevenc bo ad ; Tamilnadu Govt. . Akali Dal Supreme Court Union Government   SUD BTO) siyemmwEsLd AST Herd 2 ss Swarm , WSHws I7ermisd st. CCS4T/2022   [Turn over",40,Indian Polity,Central Government,Understand,Hard,page_55.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"187. Match the following: (a) The Consumer Protection Act. (b) The Legal Metrology Act . . (c)) The Essential Commodities Act (d) The prevention of Black Marketing Act , @ 6 © @ (AW 3 2 1 (BR) 1 2",40,General Studies,General,Understand,Hard,page_56.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"44 (Cc) 3 4 #1 2 (D) 4 1 8 2 (E) Answer not known Sipascim onausonet (Pe nwrae QumlKHsHs. (a). pistGeunit Lingerie eLLD 6) FLL geralue sLLib , ©): “esBuinoud wit Qung eer slid (Cd) sdroré shmsiuGsgi5o sOuy SLL @® ®© © @ (A) 4 3 2 ® 1 2 8 (CC) 3 #4 1 (D) 4° 1... 8 (E) clon. AsAuaddee wwe f& CCS4T/2022 BRL Pon 1980 1955 2009   1986 Po Ny 1980 1955 2009 - 1986",79,General Studies,General,Understand,Very Hard,page_56.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"188. Match the following : ,   (a) Varahamihira 1 Physician (b) Kalidasa ~",13,General Studies,General,Understand,Easy,page_57.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Sanskrit Poet 4 (d). Dhanvantri . Astronomer @ 6 © @ (A) 4 3 B® 4 2 OF 3 (D) 3 4 (E) Answer not known 2 3° 1 2 Ee OO RKB eH AumHsgis. (a) euprad Agi (b) sraflsret LO(HSHouit egTguduie FMurtt  (c) sw7Abanr FOCVEMHS Y@aut (d) paraipsih airehuic splenit (a2) 6) © @~ (a) 4° 38 #1 (B) 4 2 1 8 (4 8 2 1 M3 4,70,General Studies,General,Understand,Very Hard,page_57.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,189. Christianity was first brought to India by   an apostle of Christ in the First Century A.D. (A) Saint Peter     (B) Saint John © (C) Saint Matthew ©   aint Thomas (E) Answer not known   ) H.19. apseomb BIdpramgd AcGSgiu Bib QsSuimeile QGusctie ial  - certueugne Carer) QUILL gi. a (A) Lells Suit: . . B) Lyals erro (C) . yas Coguy   (D) Yas gmoco (E) Me AgAucilerene . :,69,General Studies,General,Understand,Very Hard,page_58.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Arrange the following languages i in the chronological order with regard - to their year of being granted the classical language si status 1, Sanskrit -",26,General Knowledge,First in India/World,Understand,Medium,page_58.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Tamil   : (A) 2,3,4,.1   B) 81,4,2   (C) 4231 ©   0M, 1, 2, 3 (E) Answer not known EIPSHUTL - Quomgisanen QewGuoms SEAL HD an Gear sighs 86 ammriuOsgis.",28,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"weneowiremb 4 slp , (A) 2,3,4,1 ©   (B). 3, 1, 4, 2 ©) 4,2,3,1 7: () 4,1,2,3 (E) Mea Astuclaaa CCS4T/2022 ~ : 84 7 ou",26,General Studies,General,Understand,Medium,page_58.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,.191. Which one of the following i is ‘the right bank tributary of Narmada River?,15,Geography,Physical Geography,Understand,Medium,page_59.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,(M4 1 2 (A) 4 8 2 (AM liran   (B) Burhner (C) Banjar / ) Tawa (E)  Answernotknown = Derrougererayp per ear) BBiTwEng syle UME! SOT Honew4r AM!  AGid. (A) ables   ) -(B) Liitestit (C) ugar ee (D) san ~ (BE) afleor Ags Mueiedena Match the place of excavation with the district it 1s located : Place of excavation.   . District (a) Keezhadi .,64,General Studies,General,Understand,Very Hard,page_59.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Sivagangai €@ 6 ©   (B) 3 2° 21 No hr @M) 1 4 8 (E) Answer not known ASPAUMTTTUWEA Qi ws AIZet WT FeiLer QunlMHsgs.   ASHeuTgmUés B) misetr tDTeuL L Lb (a) &pq Lo g58SG4, (bo) Ganpas . .",39,General Studies,General,Understand,Hard,page_59.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,8 2 1 ‘ (B) 3 2 1 4 (C) 4 1 2 3 (D) 1 4 38 2 (FE) Sa Asfuchaee   8B oe CCS4T/2022- [Turn over,27,General Studies,General,Understand,Medium,page_59.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,107. Match the following countries with their Mars Mission : Country Mission (a) USA,14,General Studies,General,Understand,Easy,page_6.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"TEREX - @ 6 © @ (A) 1 4 3 2 7 wy, 1 4 8 (2 4 8 1 @M4 #1 #2. 8 (E) ‘Answer not known .   Einacin er G\senar ASEH woritevy Mager 21 cor CuTGHSHS. “pr@acir oo: LSlagear (a) wy.cre.g ]",44,General Studies,General,Understand,Hard,page_6.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Zheng He (2) far = 4, TEREX @ ®© © @ ()1 4 8 (B) 2 1 4 (C)2 #4 3 @4 #1 2 (E) Ser Asfuaaee ao em © b CCS4T/2022 . a 32",35,General Studies,General,Understand,Hard,page_6.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,193. Which city is known as “Electronic Capita] of India”? (A) Hyderabad   BMEeagaore   re . (C). Chennai (D) Delhi (E) Answer not known   . . . QidAwuncMer ‘erelud saapapd’ cron Sin pssciuGid Gayl oH? - (A) mansqnuns (B) Qumse5a (C) QGsenener (D) Qua   . (E) alent Asflueedened /,48,Tamil Nadu Studies,Tamil Language & Literature,Understand,Hard,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Correctly match the component and its use in a circuit : Component - Use of the component (a) Galvanometer,19,General Studies,General,Apply,Medium,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Used to ‘fix the magnitude of the current   through a circuit Used to measure current   Used to measure potential difference Used to detect the current and its directions (b) Voltmeter (c) Ammeter ‘(d) Resistor - oo ob) © @) (A) 4 - 3 2,44,Current Affairs,National Current Affairs,Apply,Hard,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,@ 2 38 #1 «4 1 1 () 4 2 8 -(E) Answer not known QH MlerahHlaicrer MlctexMsmer IS5e1 UWeTUM OLer shuns Cunhsgss. . blest ea.) UlerenMlest Lured) (a) sr@aiGern But,31,General Studies,General,Understand,Hard,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Derabie wuryid WerCormrssler serene Hirer Aeww UWeiOsogi - (b) Gana bir (oc) oubStur UlerConm song  geTeNlL - Meronpss Coupium ean sere (d) Wersen unsél @ ® © (A) 4 3 2 (B) 2,33,General Studies,General,Understand,Hard,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,1 (C) 4 2 3 (D) 2 3 4 (E) Gear Asiuldmea   .   CCS4T/2022 -   86 i ou UlenGerm tb wip ase Sensoows soir Huw Be pee Od ww,29,General Studies,General,Understand,Medium,page_60.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,(195. When was the first National Education Policy formed? (A) 1964 (C W968 ~@®) 1946 (D) 1986 - (E) . Answer not known apse GsAw sadcilé Gardrans oiGungy 2 (RaITssCILILL GI? (A) 1964 (C) 1968 (FE) Gar Agiuddae.,38,Current Affairs,National Current Affairs,Understand,Hard,page_61.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Assertion (A) 2 Reason (R) (B) 1946 (D) 1986 According to Health and Family Welfare policy note 2021-2022, the state government has effectively responded to the challenges of Covid-19 without losing focus on maternal and child care, health initiatives and: services and other communicatable diseases ~ and non-communicatable diseases. . The doctor to patient ratio in n Tamilnadu is one 2 of the highest in India. : (A) (A) i is true, (R) is false (B) Both (A) and (R) are true, (R) is the correct explanation of (A) - . (C)° (A) is false (R) is true (DyWBoth (A) and (R) are true, but (R) is not the correct t explanation of (ay (E) Answer not known aucSluym1s6@ (A) : - &MTTexTLd ® : serge wbpbd GGbu pes Gancronsd spicy 2021- 2022-GQlér ug Carch. Gsmbp sandler Gurg slips 178 sad Aptis gers songs smu wppid phos UAMOMiLYy sErsry QpwpFact whmid Geena: wim Gp smb CamWisdr wpmid Gsmiors Combaaile s\obu Geoneuwimbmlugy. QHAuralld ws HUGS’, Gpmurels Goren el&lgub Ble SSD 2-drarensbphle sSipproi> oer. (A) (A) eeirano (R) sag (B) (A) wim (R) Qoar@w 2 GisTENLD () eres. (A). Glen eflumen efler&asib (C) (A) sam (R) econ   (D) (A) wim (R) Aran Gro, 2 GBTEOLD, alld (R) crests) (A)-Qer efluimen GMeréarb B00. (E) cleo. Agsfweldene 8t a - CCS4T/2022 [Turn over",219,Science & Technology,Physics,Remember,Very Hard,page_61.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"197. Arrange the districts i in descending order of having forest cover = 6D) Dharmapuri . (ii) Erode } (iii) Vellore “ Gv) Coimbatore A) ©, Gi, Gi, Gv) ®) @, ), @, Gi)” © Gv), @, Gi, Git) OMG, (iv), Gi), Gii) (E) ‘Answer not known   WTEC LmIEeET, B1ENEU Gere@erer an@aailer sirens , Bptigaioraise TEES 7 Gi) a Cyn (iii) Geugyrt + Gv) Comuiduyseset (A) @, GD, Gi, Gv) (B) Gi), Gv), @, Gi) ©), 0, Gi, Gi (D) @, Gv), Gi), Gi) (E) Ben. Qgiuedlérene CCS47/2022 = ss Clareisr()",91,Tamil Nadu Studies,Tamil Language & Literature,Understand,Very Hard,page_62.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"198. Which among the following is/are wrong? Political Rights include (1) Q) (3) . @ @) (C) Right to vote Right to hold public office Not to criticise the government (1) and (2) (1) and (8) (2) and (3). MY) only (E)  Answer not known Epsaeir sryisailed crgi/crooei Sasmrengy ? ajAwued oflenwsdr ocromédélugy. (1) aunésaféeeid 2flerw   (2) sie Lenflsaid use adlé eid 2 Mew (8) , sions Mwithsass srw (A) (B) ~(C) (D) (E) (1) wand (2) (1) wpguo (8) (2) opp (3) (8) w.@e Bloor AgAluaAlaene 89 CCS4T/2022 7 [Turn over",92,General Studies,General,Apply,Very Hard,page_63.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"199. : What are the ornaments of a nation according to the sequence of Valluvar? (Wealth (2) Joy (3) Defence (4) - Health   @) “Yield (AM), (1), (8), @, (8) (B). (1), (2), (8), (4), (6) (C) (4), (3), 6), 2), Q) () (2), 4), (3), ©), @) (E) Answer not known pre gS wiehsmenrerapenp audreneut erg auflensule spelen? (1) Qeaenn , a 2) @enw (3) gu (4) DanhuAerento (5). cfleneray A) 4,0), ©, @,@) ~ 6©B) 0), 2, 3), 4,6 (C) (4), 3), (6), 2), ) @) @, 4), @), ©), 2) -(E) Sen -Agfucildone CCS4T/2022   rr nb",99,General Studies,General,Remember,Very Hard,page_64.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"What are looked upon as the “true jewels” for anyone by Thiruvalluvar? ° ay Love and virtue (BWMfiumility and Pleasant Words ; , (C) Knowledge and Power @) . Family Life and Renounced Life (® “Answer not known   ; QGAGEGE ‘pbs . sadilsodnsone , @iepciseoes : aren , audresaut creupanpé   GHUIGAenprit?   a a). orb pei (B) Lanflayi QenGenedenid © sere bos (D) Aowneen apaipqp (E) Sen Asifuaildene Lo   oo 90 CCS4T/2022 : [Turn over",74,Tamil Nadu Studies,Tamil Language & Literature,Understand,Very Hard,page_65.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Find the odd one out.   oe (A) Illamchetchenni .° B®) ‘Kochchenganan (CM Perum Cheral Trumporai  ~ (D) Perunarkilli (4) Answer not known . Gum HHSTSOSS HoT (Hg. a (A) GargsGat.Gectral - (B) Garé Qaruesammren (C) AuGesGaya Q@bAurem (D) Qu@ppAdral (E) len. Asfuadea Which of the following statements are true about the post sangam age? (i) Pathinen keel kanakku texts, include eighteen texts which mostly deal with ethics and morel codes.   (ii) ‘The most important of these Thirukkural and Naladiyar. ; (ii) Silappathikaram and Manimekalai are the two texts deals with   Cultural and Religious history. (A) (i) only True (B) (ii) only True . Mw, (ii) only True   st (D) (i), Gi) only True (KE) Answer not known Sipsaio amnsSuimisafer sts wailus srarsdlen SAwiren ssdO) ors? (i) uslGen @ prevsenar 2 drah &Au PAandn8 pssensg Bear Quigpibumay BUSS ApAYyopsearts Upp sagiélog. , (ii) seuppier AGHSSGNEGLD, HOQwiT EG Seren wuirangsnGL. - (ii) Awtusengaph, werCosemeuib uuesur® wmid FUSES ups) Sa Mi Sle Moor. (A) @ wlan af   B) Gi) we. @w ai © @, Gi) woo st OD) @), Gi) weg af (KE) leo AgAuchlaene - 33   CCS4T/2022 [Turn over",187,History,Ancient History,Remember,Very Hard,page_7.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Death of Maruthu Brothers (A) 2.3144 . , Bes, 3, 4 (C) 1,3,2,4 - ' @) 3,1,4,2 (E) Answer not known oo - SCp AanGsstiiL eran Pspajseer srmaflmsciuGsgis.",28,General Studies,General,Understand,Medium,page_8.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"sCLeGumboetlér @pcy 4, woggieGansrireafler Qony   (A) 2314 . @)1,2,3,4 () 14324   @)31,42 - (E) Men AgsMwesldene   a,",17,General Studies,General,Understand,Medium,page_8.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Who was the First Women Doctor in TamjJnadu? (A) -Moovalur Ramamirdham (B) Muthulakshmi Reddy. (©) Dharmambal   - (D) Pandithar Ramabai   (E) Answer not known , SUP ETL get Apso Gucit wGSsseut writ? (A) ~agmt gmomsitsib B) absaGor.ss Antig,  (C) sinomburer   ~ (@) Liciorig. sit pmomuimis   (E) fle Agfuéane COS47/2022 , : 84",52,General Studies,General,Remember,Very Hard,page_8.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,112. Which of the following was founded. by} Rettaimalai Srinivasan? . (A) Sakya Buddhist Society ) (B) Advaidananda Sabha   (C) All India Depressed Classes Association © (D)WAGi Dravida Mahajana Sabha - (E) . Answer not known Glereunararaib mie orbs FenU Oy erivere Schaneennd> SUSU BI? (A) sré8u Quergs sme   (B) sSmagreths sur (CC) sAe Osdwu eQ@satuc Gumi sued (D) 98 Sone wangen seou (E) SMlar Asfwelaea,66,Geography,Physical Geography,Understand,Very Hard,page_9.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,- Bisht   €@ &® ©: @   (A) 2 1 4 3 Bef 3 4 «1 () 1°38 2 4° (E) Answer not known Gum SHE :. . Ag FWGeuell Baber AsipeurpmisAusrent (a) seran9-snGgr,33,General Studies,General,Understand,Hard,page_9.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,otev.9y ft. pire (d) Lge AL Bleign (7) ©) © @ (A),12,General Studies,General,Understand,Easy,page_9.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(C) 1 3 2 4° (D) 1: 4 3 2 S (E) Mla Asfucilaemea . op , ee oe , ccs4T/2022. [Turn over",23,General Studies,General,Understand,Medium,page_9.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2024,No,"UGS   Gung splay   Part-B  General Studies eflennéact : 101-200   Grés wAUIGuemEct : 150 Questions : 101-200 , - :",19,General Studies,General,Understand,Medium,page_1.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"The acids present in Grape and Tomato are (A) Malic acid, Citric acid 7 (B) Acetic acid, Lactic acid 2)   Tartaric acid, Oxalic acid - (D) Ascorbic acid, Tannie acid (E) Answer not known ; Ajm ens whpibd ssamehude o-drar, piLslevrivscr SO BHD. (A) Lomedl& islevib, ALMNS <SySleoub     (B) aAliind “aisle, OTStg.& ai Alen (C) Lniunflé sido, asarea suSlenb (D) RovarinIs lord, maths aiStootb (BE) le As fucdeane   , a a CCSE4GT/2024 SO     {Turn over",75,Indian Economy,Banking & Finance,Understand,Very Hard,page_1.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,Match the following with their correct answers : (a) Peshwa -,11,General Studies,General,Understand,Easy,page_10.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"High Priest ~ 4, Prime Minister’ (d) Pandit Rao @ % © @ -@ 1 2 8 4 MH 4 #12. 2~«38 © 3 4.2 4 @ 2 3 4°1 (E) Answer not known Meteimeucraibenn sAeudsplest eAwiren Usa Qum@sseyto : (a) Gusigour",42,Indian Polity,Constitution of India,Understand,Hard,page_10.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"Fenvenw sitéest   (d) veitigth grey ,   A, 7s. HOOwWsSit @ 6) © @ (A) 1 2 3 4 (BR) 4 #1. 2 3 © 3 4° 2 «421 M) 2 3",31,General Studies,General,Understand,Hard,page_10.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,113. Which of the following states have a Common High Court? (A)   @® -) Delhi and Calcutta Kerala and Telangana   Punjab and Haryana’ i (D) Maharashtra and Gujarat (B) Answer not known Epssremnd ons LOM plo mIaST Qumgyeurrest 2 witb wempsangse Qurdgyraren 2 & (B) (C) ©) () Geel Log mid Asndagsen Gayerr wpb Asesmesn - Lge WM an Murrett . Losmyeigig gi Los md GRIMS Heo. Agfueildene 89   CCSEAGT/2024 [Turn over,72,Indian Polity,Constitution of India,Remember,Very Hard,page_11.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"114. In which year did the Govt. of India declare Tamil as the first Classical   Language? - (A) 2008 (B) 2010 ‘YH 2004   (D) 2002 (E) Answer not known orbs cin QeAwu sajsrd Epso GsbGQumfwre sup Qos ayo ascii gy? (A) 2008 , (B) 2010 , (Cc) 2004 (D) 2002 (E) enw. Aesfiuscflavenes",53,General Studies,General,Understand,Very Hard,page_12.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,Human Rights Day is celebrated on (A) 9th December (B) 11% December VC) 10 December (D) 12% December (E) Answer not known wails 2 flan pret Qaneim  miu Geug)   6b (A) oqebur 9 (B) ig.sibuit 11- (C) webu 10 (D) webu 12 (E) “eleo Agfuaaene CCSE4GT/2024 7 ee rf,49,General Studies,General,Understand,Hard,page_12.png,TNPSC-Group-4-2024-General-Studies
TNPSC,2024,No,"(116. Arrange the following Committees in the correct chronological order : I. G.V.K. Rao Committee II. Balwant Rai Mehta Committee IIL. - L.M. Singhvi Committee .IV. Ashok Mehta Committee (A) UI, 1, U,1V (B) IV, I, I, I (C). II, Iv, III, I ry )) II, IV, I, (E) Answer not known   EG GarhssvuLMaran Gpsacer sracuflensiiuig. oTPSHls : I. f.ef.Gs. gra GY IL. Udepsomis Cossr GL   Il. ca.crb. Aw Gp IV. §=aGsré Cossr Gy (A) YL1LO,IV ®) W,ULLT (C) HIV, ULI (D) IW, Iv, L, i (E) clear Asfuaiasne - 41 CCSE4GT/2024 . [Turn.over",94,General Studies,General,Understand,Very Hard,page_13.png,TNPSC-Group-4-2024-General-Studies
