exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty
JEE,2023,Shift 2,"Paper 2 JEE (Advanced) 2023 Q.13. One mole of an ideal gas undergoes two different cyclic processes I and II, as shown in the P-V diagrams below. In cycle I, processes a,b,c and d are isobaric, isothermal, isobaric and isochoric, respectively. In cycle II, processes a’, b’,c' and d' are isothermal, isochoric, isobaric and isochoric, respectively. The total work done during cycle I is W, and that during cycle II is W;;. The ratio @) P (Pa) (a) P (Pa) V (m3) 8/12",83,Physics,Mechanics,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 SECTION 4 (Maximum Marks: 12) e This section contains TWO (02) paragraphs. e Based on each paragraph, there are TWO (02) questions. ® The answer to each question is a NUMERICAL VALUE. e For each question, enter the correct numerical value of the answer using the mouse and the on- screen virtual numeric keypad in the place designated to enter the answer. e If the numerical value has more than two decimal places, truncate/round-off the value to TWO decimal places. e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3. If ONLY the correct numerical value is entered in the designated place; Zero Marks : O- Inall other cases. PARAGRAPH I S, and Sy are two identical sound sources of frequency 656 Hz. The source S$, is located at O and Sy moves anti-clockwise with a uniform speed 4V2 ms7? on a circular path around O, as shown in the figure. There are three points P, Q and R on this path such that P and R are diametrically opposite while Q is equidistant from them. A sound detector is placed at point P. The source S, can move along direction OP. [Given: The speed of sound in air is 324 ms71] Q.14 When only S, is emitting sound and it is at Q, the frequency of sound measured by the detector in Hz is . 9/12",240,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 PARAGRAPH I S, and Sz are two identical sound sources of frequency 656 Hz. The source S$; is located at O and S moves anti-clockwise with a uniform speed 4V2 ms7? on a circular path around O, as shown in the figure. There are three points P, Q and R on this path such that P and R are diametrically opposite while Q is equidistant from them. A sound detector is placed at point P. The source S, can move along direction OP. [Given: The speed of sound in air is 324 ms71] Q.15 Consider both sources emitting sound. When S. is at R and S; approaches the detector with a speed 4m s~1, the beat frequency measured by the detector is Hz. 10/12",129,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.4 Let the position vectors of the points P,Q,R and S be @=i + 2)  5k,b =3i + 67+ 3k , . 17; 165 We sont . . . . C= 3! + 3 J+7k and d =2i+7+k, respectively. Then which of the following statements is true? (A) The points P,Q,R and S are NOT coplanar +2d (B) D 3 is the position vector of a point which divides PR internally in the ratio 5 : 4 b+2d (C) is the position vector of a point which divides PR externally in the ratio 5:4 (D) The square of the magnitude of the vector bxd is 95 2/9",112,Mathematics,Vector & 3D Geometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 PARAGRAPH II A cylindrical furnace has height (H) and diameter (D) both 1 m. It is maintained at temperature 360 K. The air gets heated inside the furnace at constant pressure P, and its temperature becomes T = 360 K. The hot air with density p rises up a vertical chimney of diameter d = 0.1 m and height h = 9 m above the furnace and exits the chimney (see the figure). As a result, atmospheric air of density pg = 1.2kgm7%, pressure P, and temperature T, = 300 K enters the furnace. Assume air as an ideal gas, neglect the variations in p and T inside the chimney and the furnace. Also ignore the viscous effects. [Given: The acceleration due to gravity g = 10 ms~? and x = 3.14] Q.16 Considering the air flow to be streamline, the steady mass flow rate of air exiting the chimney is gms7}. 11/12",158,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 PARAGRAPH II A cylindrical furnace has height (H) and diameter (D) both 1 m. It is maintained at temperature 360 K. The air gets heated inside the furnace at constant pressure P, and its temperature becomes T = 360 K. The hot air with density p rises up a vertical chimney of diameter d = 0.1 m and height h = 9 m above the furnace and exits the chimney (see the figure). As a result, atmospheric air of density pg = 1.2kg m7, pressure P, and temperature T, = 300 K enters the furnace. Assume air as an ideal gas, neglect the variations in p and T inside the chimney and the furnace. Also ignore the viscous effects. [Given: The acceleration due to gravity g = 10 ms~? and x = 3.14] Q.17. When the chimney is closed using a cap at the top, a pressure difference AP develops between the top and the bottom surfaces of the cap. If the changes in the temperature and density of the hot air, due to the stoppage of air flow, are negligible then the value of AP is Nm”. END OF THE QUESTION PAPER 12/12",199,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Chemistry SECTION 1 (Maximum Marks: 12) e =This section contains FOUR (04) questions. e Each question has FOUR options (A), (B), (C) and (D). ONLY ONE of these four options is the correct answer. e For each question, choose the option corresponding to the correct answer. e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3 If ONLY the correct option is chosen; Zero Marks : QO If none of the options is chosen (i.e. the question is unanswered); Negative Marks :  1 Inall other cases. Q.1 The correct molecular orbital diagram for F2 molecule in the ground state is t (A) (B) 2p “sy 2P 4 20 ae   (D) 1/10",124,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.2 Q3 Consider the following statements related to colloids. (1) Lyophobic colloids are not formed by simple mixing of dispersed phase and dispersion medium. (II) For emulsions, both the dispersed phase and the dispersion medium are liquid. (II) Micelles are produced by dissolving a surfactant in any solvent at any temperature. (IV) Tyndall effect can be observed from a colloidal solution with dispersed phase having the same tefractive index as that of the dispersion medium. The option with the correct set of statements is (A) () and dD (B) (I) and CID (C) (IID) and (IV) (D) (ID) and (IV) In the following reactions, P, Q, R, and S are the major products. (i) Mg, dry ether (ii) HzO } Cl (i) Mg, dry ether on (ii) CO, dry ether Cl (iii) H30* (iv) NaOH (i) Mg, dry ether an (ii) CH3CHO, then H,O R Cl (iii) Cro3 (i) ethanolic NaCN ii) Hof Ni   (ii) Ho/ Ni s Cl (iii) CHCI,/KOH, A (iv) LiAIH,, then H»O The correct statement about P, Q, R, and S is (A) P is a primary alcohol with four carbons. (B) Q undergoes Kolbe’s electrolysis to give an eight-carbon product. (C) R has six carbons and it undergoes Cannizzaro reaction. (D) S is a primary amine with six carbons. 2/10",220,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.4 A disaccharide X cannot be oxidised by bromine water. The acid hydrolysis of X leads to a laevorotatory solution. The disaccharide X is CH,0H CHLOH Ay H HO OH fe) CH,OH (A) HOH OH OH CH,OH H",43,Chemistry,Physical Chemistry,Understand,Hard
JEE,2023,Shift 2,"CHOH 4 0 OH A 4 oH HOH,C 0 (B) OH H OH CH OH CH,OH OH O H O. OH H O OH H OH H H H H (C) OH H OH CH,OH CH20H H OH H ~O H H H OH 4H H HO OH fe) OH (D) H OH OH 4H 3/10",56,Unknown,Unknown,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 SECTION 2 (Maximum Marks: 12) e =6This section contains THREE (03) questions. e Each question has FOUR options (A), (B), (C) and (D). ONE OR MORE THAN ONE of these four option(s) is (are) correct answer(s). e For each question, choose the option(s) corresponding to (all) the correct answer(s). e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +4 ONLY if (all) the correct option(s) is(are) chosen; Partial Marks: +3 If all the four options are correct but ONLY three options are chosen; Partial Marks +: +2 If three or more options are correct but ONLY two options are chosen, both of which are correct; Partial Marks: +1 If two or more options are correct but ONLY one option is chosen and it is a correct option; Zero Marks : O If unanswered; Negative Marks:  2 Inall other cases. e For example, in a question, if (A), (B) and (D) are the ONLY three options corresponding to correct answers, then choosing ONLY (A), (B) and (D) will get +4 marks; choosing ONLY (A) and (B) will get +2 marks; choosing ONLY (A) and (D) will get +2marks; choosing ONLY (B) and (D) will get +2 marks; choosing ONLY (A) will get +1 mark; choosing ONLY (B) will get +1 mark; choosing ONLY (D) will get +1 mark; choosing no option(s) (i.e. the question is unanswered) will get 0 marks and choosing any other option(s) will get  2 marks. Q.5 The complex(es), which can exhibit the type of isomerism shown by [Pt(NH3)2Bro], is(are) [en = H2NCH2CH2NH?] (A) [Pt(en)(SCN)2] (B) [Zn(NH3)2Ch] (C) [Pt(NH3)2Cl4] (D) [Cr(en)2(H20)(SO.)]* 4/10",277,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.6 Q.7 Atoms of metals x, y, and z form face-centred cubic (fcc) unit cell of edge length L,, body-centred cubic (bcc) unit cell of edge length L,, and simple cubic unit cell of edge length L,, respectively. V3 Ifr,= >r ;r 3 . y> r,;M, = 5 M, and Mz = 3M,, then the correct statement(s) is(are)   8 y vB [Given: M,, M,, and M, are molar masses of metals x, y, and z, respectively. ry, ry, and r, are atomic radii of metals x, y, and z, respectively. ] (A) Packing efficiency of unit cell of x > Packing efficiency of unit cell of y > Packing efficiency of unit cell of z (B) Ly > L, (C) Ly > Ly (D) Density of x > Density of y In the following reactions, P, Q, R, and S are the major products. os (i) KMnQ,, KOH, A rr P H3CH2C oe (i) NaOH, ()) NaOH, HO (ii) ipo COOMe @ (i) A) H307, 4 A (i) H,Cro, H»CrO, (i) Mg, dry ether S (ii) CO>, then Hz0® (iii) Ammoniacal AgNOs3, H H,0” A The correct statement(s) about P, Q, R, and S is(are) (A) P and Q are monomers of polymers dacron and glyptal, respectively. (B) P, Q, and R are dicarboxylic acids. (C) Compounds Q and R are the same. (D) R does not undergo aldol condensation and S does not undergo Cannizzaro reaction. 5/10",243,Chemistry,Organic Chemistry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 e =This section contains SIX (06) questions. ® The answer to each question is a NON-NEGATIVE INTEGER. e For each question, enter the correct integer corresponding to the answer using the mouse and the on-screen virtual numeric keypad in the place designated to enter the answer. e Answer to each question will be evaluated according to the following marking scheme: SECTION 3 (Maximum Marks: 24) Full Marks : +4 If ONLY the correct integer is entered; Zero Marks : 0 Inall other cases. Q.8 HS (5 moles) reacts completely with acidified aqueous potassium permanganate solution. In this Q9 Q.10 Q.11 reaction, the number of moles of water produced is x, and the number of moles of electrons involved is y. The value of (x + y) is . Among [Is]"", [Si0,]4~, SO2Ch, XeF2, SF4, CIF3, Ni(CO)4, XeO2F2, [PtCl,]2~, XeFs, and SOCh, the total number of species having sp’ hybridised central atom is Consider the following molecules: Br3Os, FxO, H2S406, H2SsO6, and C302. Count the number of atoms existing in their zero oxidation state in each molecule. Their sum is . For He’, a transition takes place from the orbit of radius 105.8 pm to the orbit of radius 26.45 pm. The wavelength (in nm) of the emitted photon during the transitionis  . [Use: Bohr radius, a = 52.9 pm Rydberg constant, Ry = 2.2 x 10718] Planck’s constant, h= 6.6 x 10734Js Speed of light,c =3 x 108 ms77] 6/10",245,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.12 Q.13 50 mL of 0.2 molal urea solution (density = 1.012 gmL™? at 300 K) is mixed with 250 mL of a solution containing 0.06 g of urea. Both the solutions were prepared in the same solvent. The osmotic pressure (in Torr) of the resulting solution at 300 Kis  . [Use: Molar mass of urea = 60 g mol7?; gas constant, R = 62 L Torr K7+ mol? ; Assume, AmixH = 0, AmixV = 9] The reaction of 4-methyloct-l-ene (P, 2.52 g) with HBr in the presence of (C6HsCO)202 gives two isomeric bromides in a9 : 1 ratio, with a combined yield of 50%. Of these, the entire amount of the primary alkyl bromide was reacted with an appropriate amount of diethylamine followed by treatment with aq. K2CO; to give a non-ionic product S in 100% yield. The mass (in mg) of S obtainedis  . [Use molar mass (in g mol""): H= 1, C= 12, N = 14, Br = 80] TO",169,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 SECTION 4 (Maximum Marks: 12) e =6This section contains TWO (02) paragraphs. e Based on each paragraph, there are TWO (02) questions. ® The answer to each question is a NUMERICAL VALUE. e For each question, enter the correct numerical value of the answer using the mouse and the on- screen virtual numeric keypad in the place designated to enter the answer. e If the numerical value has more than two decimal places, truncate/round-off the value to TWO decimal places. e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3 If ONLY the correct numerical value is entered in the designated place; Zero Marks : O Inall other cases. “PARAGRAPH I” The entropy versus temperature plot for phases a and B at   bar pressure is given. Sy and Sp are entropies of the phases at temperatures T and 0 K, respectively. Sp   Sg J mol”? K7+) Temperature (K) The transition temperature for a to B phase change is 600 K and C,g   Cy,= 1) mol7+ K~+. Assume (Cy,   €p,«) is independent of temperature in the range of 200 to 700 K. Cy. and C) g are heat capacities of a and B phases, respectively. Q.14  The value of entropy change, Sg   Sy (inJ mol™* K~*), at 300 Kis  . [Use: In 2 = 0.69 Given: Sg   Sg = 0 at 0K] 8/10",235,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 SECTION 2 (Maximum Marks: 12) @ This section contains THREE (03) questions. @ Each question has FOUR options (A), (B), (C) and (D). ONE OR MORE THAN ONE of these four option(s) is (are) correct answer(s). @ For each question, choose the option(s) corresponding to (all) the correct answer(s). e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +4 ONLY if (all) the correct option(s) is(are) chosen; Partial Marks : +3 If all the four options are correct but ONLY three options are chosen; Partial Marks : +2 If three or more options are correct but ONLY two options are chosen, both of which are correct; Partial Marks : +1 If two or more options are correct but ONLY one option is chosen and it is a correct option; Zero Marks : O If unanswered; Negative Marks:  2 I\nall other cases. @ For example, in a question, if (A), (B) and (D) are the ONLY three options corresponding to correct answers, then choosing ONLY (A), (B) and (D) will get +4 marks; choosing ONLY (A) and (B) will get +2 marks; choosing ONLY (A) and (D) will get +2marks; choosing ONLY (B) and (D) will get +2 marks; choosing ONLY (A) will get +1 mark; choosing ONLY (B) will get +1 mark; choosing ONLY (D) will get +1 mark; choosing no option(s) (i.e. the question is unanswered) will get 0 marks and choosing any other option(s) will get  2 marks. Q5 Let M=(a,), i, 7 € {1,2,3}, be the 3x3 matrix such that a, =1 if j+1 is divisible by i, otherwise a, =",277,Mathematics,Algebra,Understand,Hard
JEE,2023,Shift 2,"Then which of the following statements is(are) true? (A) M is invertible a a, 74 (B) There exists a nonzero column matrix   a,   such that M) a,  =    a, a; a; 7a, 0 (C) The set {X eR’: MX =0} + {0}, where 0 =  0 0 (D) The matrix (1/  2/) is invertible, where 7 is the 3x3 identity matrix 3/9",62,Mathematics,Algebra,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 “PARAGRAPH I” The entropy versus temperature plot for phases a and B at   bar pressure is given. Sy and Sp are entropies of the phases at temperatures T and 0 K, respectively. Sp   Sg J mol”? K7+) Temperature (K) The transition temperature for a to B phase change is 600 K and C,g   Cy,= 1) mol7+ K~+. Assume (Cy,   €p,«) is independent of temperature in the range of 200 to 700 K. Cy. and C) g are heat capacities of a and B phases, respectively. Q.15 The value of enthalpy change, Hg   H, (in J mol), at300Kis . “PARAGRAPH IT” A trinitro compound, 1,3,5-tris-(4-nitrophenyl)benzene, on complete reaction with an excess of Sn/HCl gives a major product, which on treatment with an excess of NaNO2/HC1 at 0 °C provides P as the product. P, upon treatment with excess of H2O at room temperature, gives the product Q. Bromination of Q in aqueous medium furnishes the product R. The compound P upon treatment with an excess of phenol under basic conditions gives the product S. The molar mass difference between compounds Q and R is 474 g mol""! and between compounds P and S is 172.5 g mol"". Q.16 The number of heteroatoms present in one molecule of R is [Use: Molar mass (in g mol""!): H = 1, C= 12, N = 14, O = 16, Br = 80, Cl = 35.5 Atoms other than C and H are considered as heteroatoms] 9/10",247,Physics,Thermodynamics,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 “PARAGRAPH IT” A trinitro compound, 1,3,5-tris-(4-nitrophenyl)benzene, on complete reaction with an excess of Sn/HCl gives a major product, which on treatment with an excess of NaNO2/HC] at 0 °C provides P as the product. P, upon treatment with excess of H2O at room temperature, gives the product Q. Bromination of Q in aqueous medium furnishes the product R. The compound P upon treatment with an excess of phenol under basic conditions gives the product S. The molar mass difference between compounds Q and R is 474 g mol""! and between compounds P and S is 172.5 g mol. Q.17 The total number of carbon atoms and heteroatoms present in one molecule of S is [Use: Molar mass (in g mol): H= 1, C= 12, N= 14, O= 16, Br= 80, Cl = 35.5 Atoms other than C and H are considered as heteroatoms] END OF THE QUESTION PAPER 10/10",154,Physics,Thermodynamics,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.6 Q.7 2 Let f :(0,1) > R be the function defined as f(x) = i - i  c - *} where [x] denotes the greatest integer less than or equal to x. Then which of the following statements is(are) true? (A) The function f is discontinuous exactly at one point in (0,1) (B) There is exactly one point in (0,1) at which the function f is continuous but NOT differentiable (C) The function f is NOT differentiable at more than three points in (0,1) 1 (D) The minimum value of the function /f is “312 Let S be the set of all twice differentiable functions f from R to R such that ie (x)>0 for IX all xe(-I,1). For f eS, let XY, be the number of points x ¢( 1,1) for which f(x) =x. Then which of the following statements is(are) true? (A) There exists a function f ¢S such that ¥, =0 (B) For every function f ¢S,wehave X¥, <2 (C) There exists a function f €S' such that Y, =2 (D) There does NOT exist any function f in S such that Y,=1 4/9",193,Unknown,Unknown,Remember,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 @ This section contains SIX (06) questions. e@ The answer to each question is a NON-NEGATIVE INTEGER. @ For each question, enter the correct integer corresponding to the answer using the mouse and the on-screen virtual numeric keypad in the place designated to enter the answer. @ Answer to each question will be evaluated according to the following marking scheme: Full Marks : +4 If ONLY the correct integer is entered; Zero Marks : 0 Inall other cases. SECTION 3 (Maximum Marks: 24) Q.8 Q.9 Q.10 Q.11 Q.12 For xe R, let tan""'(x)e (5, >) . Then the minimum value of the function xtan""'x (t-cost) 4 0 For x ER, let y(x) bea solution of the differential equation (x?  5) ie 2x y = 2x(x?  5) such that y(2) =7. xX Then the maximum value of the function y(x) is Let X be the set of all five digit numbers formed using 1,2,2,2,4,4,0. For example, 22240 is in X while 02244 and 44422 are not in X. Suppose that each element of X has an equal chance of being chosen. Let p be the conditional probability that an element chosen at random is a multiple of 20 given that it is a multiple of",209,Mathematics,Algebra,Understand,Hard
JEE,2023,Shift 2,"Then the value of 38p is equal to Let A, A,, A;,...,4, be the vertices of a regular octagon that lie on a circle of radius",26,Mathematics,Coordinate Geometry,Understand,Medium
JEE,2023,Shift 2,"Let P be a point on the circle and let PA, denote the distance between the points Pand A, for i=1,2,...,8. If P varies over the circle, then the maximum value of the product PA, - PA, ----- PA,, is 3 Let R= 2 : a,b,c,d € { 0,3,5,7,11,13,17,19 }>+. Then the number of invertible 5 on & on & matrices in R is 5/9",65,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 Q.13 Let C, be the circle of radius 1 with center at the origin. Let C, be the circle of radius r with center at the point A = (4,1), where 1<r <3. Two distinct common tangents PQ and ST of C, and C, are drawn. The tangent PQ touches C, at P and C, at Q. The tangent ST touches C, at S and C, at T. Mid points of the line segments PQand ST are joined to form a line which meets the x-axis ata point B.If AB = V5 , then the value of r? is 6/9",105,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 SECTION 4 (Maximum Marks: 12) @ This section contains TWO (02) paragraphs. @ Based on each paragraph, there are TWO (02) questions. e@ The answer to each question is a NUMERICAL VALUE. @ For each question, enter the correct numerical value of the answer using the mouse and the on- screen virtual numeric keypad in the place designated to enter the answer. e = If the numerical value has more than two decimal places, truncate/round-off the value to TWO decimal places. @ Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3 If ONLY the correct numerical value is entered in the designated place; Zero Marks : 0 Inall other cases. PARAGRAPH “I” Consider an obtuse angled triangle ABC in which the difference between the largest and the smallest angle is > and whose sides are in arithmetic progression. Suppose that the vertices of this triangle lie on a circle of radius",164,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,"(There are two questions based on PARAGRAPH “I”, the question given below is one of them) Q.14 Let a be the area of the triangle ABC. Then the value of (64a) is PARAGRAPH “I” Consider an obtuse angled triangle ABC in which the difference between the largest and the smallest ca angle is > and whose sides are in arithmetic progression. Suppose that the vertices of this triangle lie on a circle of radius",74,Mathematics,Coordinate Geometry,Understand,Hard
JEE,2023,Shift 2,"(There are two questions based on PARAGRAPH “I”, the question given below is one of them) Q.15 Then the inradius of the triangle ABC is 79",26,Unknown,Unknown,Understand,Medium
JEE,2023,Shift 2,"JEE (Advanced) 2023 Paper 2 PARAGRAPH “II” Consider the 6 x 6 square in the figure. Let A,, A,,..., Ay. be the points of intersections (dots in the picture) in some order. We say that A, and A, are friends if they are adjacent along a row or along a column. Assume that each point A, has an equal chance of being chosen. (There are two questions based on PARAGRAPH “II”, the question given below is one of them) Q.16 Let p, be the probability that a randomly chosen point has i many friends, i = 0,1,2,3,4. Let X bea random variable such that for i = 0,1, 2,3,4, the probability PCY =i) = p, . Then the value of 7ECX) is PARAGRAPH “II” Consider the 6x 6 square in the figure. Let 4,, A,,..., Ay) be the points of intersections (dots in the picture) in some order. We say that A, and A, are friends if they are adjacent along a row or along a column. Assume that each point A, has an equal chance of being chosen. (There are two questions based on PARAGRAPH “II”, the question given below is one of them) Q.17 Two distinct points are chosen randomly out of the points 4,, 4,,..., 44). Let p be the probability that they are friends. Then the value of 7p is 8/9",225,Mathematics,Trigonometry,Understand,Hard
JEE,2023,Shift 2,JEE (Advanced) 2023 Paper 2 END OF THE QUESTION PAPER 9/9,11,Unknown,Unknown,Understand,Easy
JEE,2024,Shift 1,"JEE (Advanced) 2024 Math emati cS Paper   SECTION 1 (Maximum Marks: 12) This section contains FOUR (04) questions. Each question has FOUR options (A), (B), (C) and (D). ONLY ONE of these four options is the correct answer. For each question, choose the option corresponding to the correct answer. Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3 If ONLY the correct option is chosen; Zero Marks : QO. If none of the options is chosen (i.e. the question is unanswered); Negative Marks :  1 Inall other cases. Q.1 Q.2 Let f(x) be a continuously differentiable function on the interval (0,0) such that f(1) =2 and mo £)-""/O  , lim a   x? for each x >0. Then, for all x >0, f(x) is equal to 9 10 13 x/° 77x B) + (A ; 11 ( rr 1 1” 4 D)  +  Oat Te 1 A student appears for a quiz consisting of only true-false type questions and answers all the questions. The student knows the answers of some questions and guesses the answers for the remaining questions. Whenever the student knows the answer of a question, he gives the correct answer. Assume that the probability of the student giving the correct answer for a question, given that he has guessed it, is 5"" Also assume that the probability of the answer for a question being guessed, given that the student’s answer is correct, is 6 Then the probability that the student knows the answer of a randomly chosen question is 1 1 5 (A) D (B) 7 (C) 7 (D) - 1/10",271,Mathematics,Trigonometry,Understand,Hard
JEE,2024,Shift 1,"JEE (Advanced) 2024 Paper   Q.17 Let f: ROR and g:R  Rbe functions defined by . (1 1 x x sinj , x0, 1-2x, O<x< , I (x)= I> =) and g(x)= 2 0, x=0, 0, otherwise . Let a,b,c,d € R. Define the function h: RR by Hs) =a 0) +0{ a0) 4 2x) }ee(e@69) +4 200, xe Match each entry in List-I to the correct entry in List-II. ad List-I List-II (P) If a=0, b=1, c=0, and d =O, then (1) his one-one. (Q) If a=1, b=0, c=0, and d =0, then (2) his onto. (R) If a=0, b=0, c=1, and d =0, then (3) his differentiable on R. (S) If a=0, b=0, c= 0, and d=], then (4) the range of /is [0, i]. (5) the range of his {0,1}. The correct option is APA Q>GB) ROM GS-2) BM>6) Q-e2) W-4 (S)>@G) OM 6) QO-B) Me S- DPA Q-e2) KW-M GS)>G) END OF THE QUESTION PAPER 10/10",159,Mathematics,Trigonometry,Remember,Hard
JEE,2024,Shift 1,"JEE (Advanced) 2024 P h ys   S Paper 1 SECTION 1 (Maximum Marks: 12) e This section contains FOUR (04) questions. e Each question has FOUR options (A), (B), (C) and (D). ONLY ONE of these four options is the correct answer. e For each question, choose the option corresponding to the correct answer. e Answer to each question will be evaluated according to the following marking scheme: Full Marks : +3 If ONLY the correct option is chosen; Zero Marks :",82,Mathematics,Trigonometry,Understand,Hard
JEE,2024,Shift 1,"If none of the options is chosen (i.e. the question is unanswered); Negative Marks :  1 Inall other cases. Q.1 A dimensionless quantity is constructed in terms of electronic charge e, permittivity of free space £9, Planck’s constant h, and speed of light c. If the dimensionless quantity is written as e*ey°h” c® and n is a non-zero integer, then (a@, 8, y, 6) is given by (A) (2n,  n,  n,  n) (B) (n,  n,  2n,  n) (C) (n,  n,  n,  2n) (D) (2n,  n,  2n,  2n) Q.2. An infinitely long wire, located on the z-axis, carries a current J along the +z-direction and produces the magnetic field B. The magnitude of the line integral f B-dl along a straight line from the point ( V3a, a, 0) to (a,a,0) is given by [[4o is the magnetic permeability of free space. ] (A) 7utoI/24 (B) 71/12 (C) Hol /8 (D) Ul /6 Q.3 Two beads, each with charge gq and mass m, are on a horizontal, frictionless, non-conducting, circular hoop of radius R. One of the beads is glued to the hoop at some point, while the other one performs small oscillations about its equilibrium position along the hoop. The square of the angular frequency of the small oscillations is given by [€p is the permittivity of free space. ] (A) q°/(4mepR?m)   (B) q?/(32megR?m) (C) q?/(8megR?m)   (D) 9? /(16me9R*m) Q4 A block of mass 5 kg moves along the x-direction subject to the force F = ( 20x + 10) N, with the value of x in metre. At time t = 0s, it is at rest at position x = 1m. The position and momentum of the block at ¢ = (7/4) s are (A)  0.5 m, 5 kg m/s (B) 0.5 m, 0 kg m/s (C) 0.5 m,  5 kg m/s (D)  1 m, 5 kg m/s 1/8",310,Mathematics,Trigonometry,Understand,Hard
JEE,2024,Shift 1,"JEE (Advanced) 2024 Paper 1 SECTION 2 (Maximum Marks: 12) This section contains THREE (03) questions. Each question has FOUR options (A), (B), (C) and (D). ONE OR MORE THAN ONE of these four option(s) is(are) correct answer(s). For each question, choose the option(s) corresponding to (all) the correct answer(s). Answer to each question will be evaluated according to the following marking scheme: Full Marks : +4 ONLY if (all) the correct option(s) is(are) chosen; Partial Marks : +3 If all the four options are correct but ONLY three options are chosen; Partial Marks : +2 \f three or more options are correct but ONLY two options are chosen, both of which are correct; Partial Marks : +1 If two or more options are correct but ONLY one option is chosen and it is a correct option; Zero Marks : 0 If none of the options is chosen (i.e. the question is unanswered); Negative Marks:  2 I\Inall other cases. For example, in a question, if (A), (B) and (D) are the ONLY three options corresponding to correct answers, then choosing ONLY (A), (B) and (D) will get +4 marks; choosing ONLY (A) and (B) will get +2 marks; choosing ONLY (A) and (D) will get +2 marks; choosing ONLY (B) and (D) will get +2 marks; choosing ONLY (A) will get +1 mark; choosing ONLY (B) will get +1 mark; choosing ONLY (D) will get +1 mark; choosing no option (i.e. the question is unanswered) will get 0 marks; and choosing any other combination of options will get  2 marks. Q.5 A particle of mass m is moving in a circular orbit under the influence of the central force F(r) =  kr, corresponding to the potential energy V(r) = kr?/2, where k is a positive force constant and r is the radial distance from the origin. According to the Bohr’s quantization rule, the angular momentum of the particle is given by L = nh, where h =h/(27), h is the Planck’s constant, and n a positive integer. If v and E are the speed and total energy of the particle, respectively, then which of the following expression(s) is(are) correct? (A) r? = nh fe (B) v? = nt   Oss ft (D)E =""  = 2/8",374,Mathematics,Algebra,Understand,Hard
