exam,year,month,paper,paper_code,subject,topic,question_number,question_text,question_length,difficulty,bloom_level,source_folder,source_image
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098795,3,1,Medium,Apply,UGC-NET(dec 2023),page_115.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098796,4,1,Medium,Apply,UGC-NET(dec 2023),page_115.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098797,1,1,Medium,Apply,UGC-NET(dec 2023),page_116.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098798,"2 87827098799, 3",3,Medium,Apply,UGC-NET(dec 2023),page_116.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098800,4 Question Number : 90 Question Id : 87827025028 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_116.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098797,1,1,Medium,Apply,UGC-NET(dec 2023),page_117.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098798,"2 87827098799, 3",3,Medium,Apply,UGC-NET(dec 2023),page_117.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098800,4 Question Number : 91 Question Id : 87827025029 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_117.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098801,1,1,Medium,Apply,UGC-NET(dec 2023),page_118.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098802,2,1,Medium,Apply,UGC-NET(dec 2023),page_118.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098803,3,1,Medium,Apply,UGC-NET(dec 2023),page_118.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098804,"4 Question Number : 91 Question Id : 87827025029 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 If universe of disclosure are all real numbers, then which of the following are true ? (A) ax Vy (xty=y) [B)Yx Wy ((Gx20)""(y<0)) afx-v>d) (C) 3x Sy(((x<0)A(y<0))(x-y>0)) (D) Vx Wy((x#0)\(v40)o(xy20)) Choose the correct answer from the options given below : (1) (A) and (B) Only ( ~-_ ) ) (A), (© and (D) Only (3) (A), (B) and (D) Only (4) (A), (B), (C) and (D) Only Options:",111,Medium,Apply,UGC-NET(dec 2023),page_118.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098801,1,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098802,2,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098803,3,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098804,"4 Question Number : 92 Question Id : 87827025030 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 If the universe of disclosure is set of integers, then which of the followings are TRUE ? (A) Yn 3m(n°< m) (B) 3n ¥m(n< nv} (C) dn Vm(nm=m) (D) Jn Im(n-+m*=6) (E) dn dmintm=4 4 n-m=]) Choose the correct answer from the options given below (1) (A), (B) and (C) Only ? ( = )  (B) and (C) Only (3) (Q,, (D) and (E) Only (4) (C)and (E) Only Options:",113,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098805,1,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098806,2,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098807,3,1,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098808,4 Question Number : 92 Question Id : 87827025030 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_119.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098469,1,1,Medium,Apply,UGC-NET(dec 2023),page_12.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098470,2,1,Medium,Apply,UGC-NET(dec 2023),page_12.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098471,3,1,Medium,Apply,UGC-NET(dec 2023),page_12.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098472,4 Question Number : 8 Question Id : 87827024945 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time : N.A Minimum Instruction Time: 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_12.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098805,1,1,Medium,Apply,UGC-NET(dec 2023),page_120.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098806,2,1,Medium,Apply,UGC-NET(dec 2023),page_120.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098807,3,1,Medium,Apply,UGC-NET(dec 2023),page_120.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098808,4 Question Number : 93 Question Id : 87827025031 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_120.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098809,1,1,Medium,Apply,UGC-NET(dec 2023),page_121.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098810,2,1,Medium,Apply,UGC-NET(dec 2023),page_121.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098811,3,1,Medium,Apply,UGC-NET(dec 2023),page_121.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098812,4 Question Number : 93 Question Id : 87827025031 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_121.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098809,1,1,Medium,Apply,UGC-NET(dec 2023),page_122.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098810,2,1,Medium,Apply,UGC-NET(dec 2023),page_122.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098811,3,1,Medium,Apply,UGC-NET(dec 2023),page_122.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098812,4 Question Number : 94 Question Id : 87827025032 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_122.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098813,1,1,Medium,Apply,UGC-NET(dec 2023),page_123.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098814,2,1,Medium,Apply,UGC-NET(dec 2023),page_123.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098815,3,1,Medium,Apply,UGC-NET(dec 2023),page_123.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098816,4 Question Number : 94 Question Id : 87827025032 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_123.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098813,1,1,Medium,Apply,UGC-NET(dec 2023),page_124.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098814,2,1,Medium,Apply,UGC-NET(dec 2023),page_124.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098815,3,1,Medium,Apply,UGC-NET(dec 2023),page_124.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Operating Systems,87827098816,"4 Question Number : 95 Question Id : 87827025033 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the following(s) are main memory ? (A) Virtual memory (B) Cache memory RAM (C) (D) SSD Choose the correct answer from the options given below (1) (A) and (C) Only ( _ ? ) (B) and (C) Only (3) (C) and (D) Only (4) (A), (B) and (C) Only",94,Medium,Apply,UGC-NET(dec 2023),page_124.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098817,1,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098818,2,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098819,3,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Operating Systems,87827098820,"4 No Question Number : 95 Question Id : 87827025033 Question Type : MCQ Option Shuffling Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the following(s) are main memory ? (A) Virtual memory (B) Cache memory (C) RAM (D) SSD Choose the correct answer from the options given below : (1) (A) and (C) Only ? ( _ ) (B) and (C) Only (3) (C) and (D) Only (4) (A), (B) and (C) Only Options:",95,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098817,1,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098818,2,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098819,3,1,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098820,4 Question Number : 96 Question Id : 87827025034 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_125.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098821,1,1,Medium,Apply,UGC-NET(dec 2023),page_126.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098822,2,1,Medium,Apply,UGC-NET(dec 2023),page_126.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098823,3,1,Medium,Apply,UGC-NET(dec 2023),page_126.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098824,4 Question Number : 96 Question Id : 87827025034 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the following are tautology ? (A) (P>(PAQ))>(PQ) (B) ((P>Q)>Q)>(P¥Q) (C) ((PV-P)>Q)-9((PVAP)—R) (D) (Q>(PAAP))>(R-(PA-P)) Choose the correct answer from the options given below : (1) (A) Only ( _ ? ) (B) Only (3) (A) and(B) Only (4) (C) and (D) Only Options:,87,Medium,Apply,UGC-NET(dec 2023),page_126.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098821,1,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098822,2,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098823,3,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098824,"4 Question Number : 97 Question Id : 87827025035 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Consider the three points P1(1, 2, 0), P2(3, 6, 20) and P3(2, 4, 6) and a view point C(0, 0, - 10). Choose the correct options. (A) Pl obscure P2, if viewed from C. (B) P2 obscure Pl, if viewed from C. (C) P3 does not obscure PI, if viewed from C. (D) P2 does not obscure P3, if viewed from C. Choose the correct answer from the options given below (1) (Al, (B) and (C) Only ( - ? ) (A), (Q and (D) Only (3) (B), (Q) and (D) Only (4) (A), (B) and (D) Only Options:",142,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098825,1,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098826,2,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098827,3,1,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098828,4 Question Number : 97 Question Id : 87827025035 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_127.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098825,1,1,Medium,Apply,UGC-NET(dec 2023),page_128.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098826,2,1,Medium,Apply,UGC-NET(dec 2023),page_128.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098827,3,1,Medium,Apply,UGC-NET(dec 2023),page_128.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098828,"4 Question Number : 98 Question Id : 87827025036 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the statement are CORRECT ? (A) Constructors are invoked automatically when the objects are created. (B) Constructors do not have return types, not even void and therefore they cannot return values (C) Constructors cannot be inherited though a derived class can call the base class constructors (D) Constructors can be declared as virtual. Choose the correct answer from the options given below : (1) (A), (B) and (D) Only 9 o- | ) (A), (B) and (Q) Only (3) (B), (Q and (D) Only (4) (A), (C) and (D) Only",135,Medium,Apply,UGC-NET(dec 2023),page_128.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098829,1,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098830,2,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098831,3,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098832,"4 Question Number : 98 Question Id : 87827025036 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the statement are CORRECT ? (A) Constructors are invoked automatically when the objects are created. (B) Constructors do not have return types, not even void and therefore they cannot return values. (C) Constructors cannot be inherited though a derived class can call the base class constructors. (D) Constructors can be declared as virtual. Choose the correct answer from the options given below : (1) (A), (B) and (D) Only 9 | o- ) (A), (B) and (Q) Only (3) (B), (Q and (D) Only (4) (A), (C) and (D) Only Options:",136,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098829,1,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098830,2,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098831,3,1,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098832,4 Question Number : 99 Question Id : 87827025037 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_129.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098469,1,1,Medium,Apply,UGC-NET(dec 2023),page_13.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098470,2,1,Medium,Apply,UGC-NET(dec 2023),page_13.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098471,3,1,Medium,Apply,UGC-NET(dec 2023),page_13.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Data Interpretation,87827098472,"4 Question Number : 9 Question Id : 87827024946 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time : N.A Minimum Instruction Time: 0 Correct Marks : 2 Wrong Marks: 0 In which strategy of cooperative learning, students are separated into an inner and outer circle (In the inner circle, students have a discussion and students in the outer circle listen to the discussion) ? (1) Snow ball ~ ? ) Fishbowl (3) Jigsaw (4) Think-pair-share Options:",89,Medium,Apply,UGC-NET(dec 2023),page_13.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098833,"1 87827098834, 2",3,Medium,Apply,UGC-NET(dec 2023),page_130.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098835,3,1,Medium,Apply,UGC-NET(dec 2023),page_130.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098836,4 Question Number : 99 Question Id : 87827025037 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_130.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098833,"1 87827098834, 2",3,Medium,Apply,UGC-NET(dec 2023),page_131.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098835,3,1,Medium,Apply,UGC-NET(dec 2023),page_131.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098836,4 Question Number : 100 Question Id : 87827025038 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_131.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098837,1,1,Medium,Apply,UGC-NET(dec 2023),page_132.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098838,2,1,Medium,Apply,UGC-NET(dec 2023),page_132.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098839,3,1,Medium,Apply,UGC-NET(dec 2023),page_132.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098840,"4 Question Number : 100 Question Id : 87827025038 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the following is/are NOT CORRECT statement ? (A) The first record in each block of the data file is known as actor record. (B) Dense index has index entries for every search kev value in the data file. (C) Searching is harder in the B* tree than B- tree as the all external nodes linked to each other. (D) Inextendible hashing the size of directory is just an array of 24~!) where d is global depth, Choose the correct answer from the options given below : (1) (A), (B) and (Q) Only 9 o- | ) (A), (Q and (D) Only (3) (A), (B) and (D) Only (4) (A), (B), (C) and (D} Only Options:",160,Medium,Apply,UGC-NET(dec 2023),page_132.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098837,1,1,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098838,2,1,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098839,3,1,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Operating Systems,87827098840,"4 Question Number : 101 Question Id : 87827025039 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Which of the following statements is/are NOT CORRECT about NUMA ? (A) LOAD and STORE instructions are used to access remote memory. (B) There is a single address space visible to all CPU. (C) Access to local memory is slower than access to remote memory. (D) When the access time to remote memory ts hidden, the system is called NC - NUMA. (E) In CC- NUMA, Coherent caches are present. Choose the correct answer from the options given below : (1) (A) and (C) Only ) ( = )  (B) and (D) Only (3) (A) and (E) Only (4) (C) and (D} Only Options:",147,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098841,1,1,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098842,2,1,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098843,"3 87827098844, 4 Question Number : 101 Question Id : 87827025039 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0",45,Medium,Apply,UGC-NET(dec 2023),page_133.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098841,1,1,Medium,Apply,UGC-NET(dec 2023),page_134.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098842,2,1,Medium,Apply,UGC-NET(dec 2023),page_134.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098843,"3 87827098844, 4 Question Number : 102 Question Id : 87827025040 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Indexed/ grouped allocation is useful as : (A) It supports both sequential and direct access. Entire block is available for data. (B) (C) It does not require lots of space for keeping pointers. (D) No external fragmentation. Choose the correct answer from the options given below : (1) (A) Only ( _ ? ) (B) and (C) Only (3) (B) Only (4) (A), (B) and (D) Only",112,Medium,Apply,UGC-NET(dec 2023),page_134.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098845,"1 87827098846, 2 87827098847, 3",5,Medium,Apply,UGC-NET(dec 2023),page_135.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098848,"4 Question Number : 102 Question Id : 87827025040 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Indexed/ grouped allocation is useful as : (A) It supports both sequential and direct access. (B) Entire block is available for data. (C) It does not require lots of space for keeping pointers. (D) No external fragmentation. Choose the correct answer from the options given below : (1) (A) Only ? ( _ ) (B) and (C) Only (3) (B) Only (4) (A), (B) and (D) Only Options:",111,Medium,Apply,UGC-NET(dec 2023),page_135.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098845,"1 87827098846, 2 87827098847, 3",5,Medium,Apply,UGC-NET(dec 2023),page_135.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098848,4 Question Number : 103 Question Id : 87827025041 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_135.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098849,1,1,Medium,Apply,UGC-NET(dec 2023),page_136.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098850,2,1,Medium,Apply,UGC-NET(dec 2023),page_136.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098851,3,1,Medium,Apply,UGC-NET(dec 2023),page_136.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098852,4 Question Number : 103 Question Id : 87827025041 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_136.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098849,1,1,Medium,Apply,UGC-NET(dec 2023),page_137.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098850,2,1,Medium,Apply,UGC-NET(dec 2023),page_137.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098851,3,1,Medium,Apply,UGC-NET(dec 2023),page_137.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098852,"4 Question Number : 104 Question Id : 87827025042 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Three address codes can be represented in special structures known as : (A) Quadruples (B) Triples (C) Patterns (D) Indirect Triples Choose the correct answer from the options given below : (1) (A) and (B) Only ( ~_ ? ) (A), (B) and (D) Only (3) (B) and (C) Only (4) (B), (C) and (D) Only",99,Medium,Apply,UGC-NET(dec 2023),page_137.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098853,"1 87827098854, 2",3,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098855,3,1,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,Programming,87827098856,"4 Question Number : 104 Question Id : 87827025042 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0 Three address codes can be represented in special structures known as : (A) Quadruples (B) Triples (C) Patterns (D) Indirect Triples Choose the correct answer from the options given below : (1) (A) and (B) Only ? ( ~_ ) (A), (B) and (D) Only (3) (B) and (C) Only (4) (B), (C) and (D) Only Options:",100,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098853,"1 87827098854, 2",3,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098855,3,1,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098856,4 Question Number : 105 Question Id : 87827025043 Question Type : MCQ Option Shuffling : No Is Question Mandatory : No Calculator : None Response Time: N.A Think Time: N.A Minimum Instruction Time : 0 Correct Marks : 2 Wrong Marks: 0,43,Medium,Apply,UGC-NET(dec 2023),page_138.png
UGC NET,2023,December,Paper 2,2,Computer Science and Applications,General,87827098857,1,1,Medium,Apply,UGC-NET(dec 2023),page_139.png
